,SubjectID,StimulusType,response,RT
0,8001,1,1,781
1,8001,0,0,0
2,8001,1,1,345
3,8001,1,1,495
4,8001,1,1,420
5,8001,0,0,0
6,8001,1,1,332
7,8001,1,1,365
8,8001,1,1,410
9,8001,1,1,306
10,8001,1,1,374
11,8001,1,1,327
12,8001,1,1,399
13,8001,1,1,337
14,8001,0,0,0
15,8001,1,1,297
16,8001,1,1,297
17,8001,1,1,299
18,8001,0,0,0
19,8001,1,1,347
20,8001,1,1,345
21,8001,0,0,0
22,8001,0,0,0
23,8001,1,1,354
24,8001,1,1,295
25,8001,1,1,280
26,8001,1,1,296
27,8001,1,1,315
28,8001,0,1,335
29,8001,1,1,340
30,8001,0,0,0
31,8001,1,1,328
32,8001,1,1,334
33,8001,1,1,362
34,8001,0,0,0
35,8001,1,1,296
36,8001,1,1,297
37,8001,1,1,280
38,8001,1,1,245
39,8001,1,1,278
40,8001,1,1,279
41,8001,1,1,362
42,8001,1,1,296
43,8001,0,1,263
44,8001,1,1,451
45,8001,1,1,329
46,8001,1,1,416
47,8001,1,1,396
48,8001,1,1,314
49,8001,1,1,295
50,8001,1,1,348
51,8001,1,1,382
52,8001,1,1,409
53,8001,1,1,340
54,8001,1,1,389
55,8001,1,1,408
56,8001,1,1,392
57,8001,1,1,288
58,8001,1,1,306
59,8001,1,1,472
60,8001,1,1,289
61,8001,1,1,373
62,8001,1,1,306
63,8001,1,1,340
64,8001,0,0,0
65,8001,1,1,288
66,8001,1,1,237
67,8001,1,1,255
68,8001,0,1,306
69,8001,1,1,340
70,8001,1,1,306
71,8001,1,1,289
72,8001,0,0,0
73,8001,1,1,304
74,8001,0,1,283
75,8001,1,1,427
76,8001,1,1,199
77,8001,1,1,314
78,8001,0,1,297
79,8001,0,0,0
80,8001,1,1,331
81,8001,1,1,296
82,8001,1,1,329
83,8001,0,0,0
84,8001,0,0,0
85,8001,1,1,397
86,8001,1,1,295
87,8001,0,0,0
88,8001,0,1,328
89,8001,1,1,346
90,8001,1,1,316
91,8001,1,1,345
92,8001,1,1,365
93,8001,1,1,362
94,8001,1,1,328
95,8001,1,1,383
96,8001,1,1,313
97,8001,1,1,363
98,8001,1,1,314
99,8001,1,1,379
100,8002,1,1,510
101,8002,1,1,378
102,8002,1,1,361
103,8002,1,1,313
104,8002,1,1,346
105,8002,1,1,328
106,8002,1,1,364
107,8002,1,1,346
108,8002,1,1,327
109,8002,0,0,0
110,8002,1,1,328
111,8002,1,1,344
112,8002,1,1,345
113,8002,1,1,378
114,8002,1,1,329
115,8002,1,1,364
116,8002,0,0,0
117,8002,1,1,298
118,8002,0,1,328
119,8002,1,1,362
120,8002,1,1,378
121,8002,1,1,345
122,8002,1,1,394
123,8002,1,1,362
124,8002,1,1,361
125,8002,1,1,361
126,8002,1,1,378
127,8002,1,1,462
128,8002,1,1,377
129,8002,1,1,345
130,8002,1,1,344
131,8002,1,1,345
132,8002,1,1,362
133,8002,1,1,329
134,8002,1,1,351
135,8002,1,1,347
136,8002,1,1,312
137,8002,1,1,328
138,8002,1,1,311
139,8002,0,0,0
140,8002,1,1,343
141,8002,1,1,318
142,8002,1,1,328
143,8002,0,0,0
144,8002,1,1,312
145,8002,1,1,333
146,8002,1,1,363
147,8002,1,1,411
148,8002,1,1,429
149,8002,1,1,360
150,8002,1,1,361
151,8002,1,1,397
152,8002,1,1,313
153,8002,1,1,313
154,8002,1,1,343
155,8002,1,1,363
156,8002,0,0,0
157,8002,0,0,0
158,8002,1,1,350
159,8002,0,0,0
160,8002,0,1,343
161,8002,1,1,400
162,8002,1,1,397
163,8002,0,0,0
164,8002,0,0,0
165,8002,1,1,411
166,8002,1,1,377
167,8002,1,1,427
168,8002,0,0,0
169,8002,1,1,378
170,8002,1,1,313
171,8002,1,1,348
172,8002,0,0,0
173,8002,1,1,379
174,8002,1,1,394
175,8002,1,1,360
176,8002,1,1,379
177,8002,0,0,0
178,8002,0,0,0
179,8002,0,0,0
180,8002,1,1,409
181,8002,1,1,282
182,8002,1,1,345
183,8002,1,1,344
184,8002,1,1,346
185,8002,1,1,344
186,8002,1,1,329
187,8002,0,0,0
188,8002,1,1,311
189,8002,1,1,311
190,8002,0,0,0
191,8002,1,1,297
192,8002,0,1,313
193,8002,1,1,360
194,8002,1,1,461
195,8002,1,1,362
196,8002,1,1,378
197,8002,1,1,385
198,8002,1,1,344
199,8002,0,0,0
200,8003,1,1,473
201,8003,1,1,421
202,8003,1,1,388
203,8003,1,1,371
204,8003,0,0,0
205,8003,0,0,0
206,8003,1,1,437
207,8003,0,0,0
208,8003,0,0,0
209,8003,1,1,421
210,8003,1,1,521
211,8003,0,0,0
212,8003,1,1,453
213,8003,1,1,490
214,8003,1,1,442
215,8003,1,1,455
216,8003,1,1,424
217,8003,1,1,334
218,8003,1,1,440
219,8003,1,1,390
220,8003,1,1,389
221,8003,1,1,421
222,8003,1,1,388
223,8003,1,1,356
224,8003,0,0,0
225,8003,1,1,437
226,8003,1,1,441
227,8003,1,1,437
228,8003,1,1,388
229,8003,1,1,388
230,8003,0,0,0
231,8003,1,1,506
232,8003,0,0,0
233,8003,1,1,388
234,8003,1,1,472
235,8003,1,1,472
236,8003,1,1,472
237,8003,1,1,490
238,8003,1,1,557
239,8003,1,1,455
240,8003,1,1,474
241,8003,1,1,524
242,8003,1,1,438
243,8003,1,1,438
244,8003,1,1,487
245,8003,0,0,0
246,8003,1,1,403
247,8003,1,1,470
248,8003,1,1,389
249,8003,1,1,389
250,8003,1,1,490
251,8003,1,1,387
252,8003,1,1,389
253,8003,1,1,438
254,8003,1,1,457
255,8003,1,1,337
256,8003,1,1,471
257,8003,1,1,438
258,8003,1,1,403
259,8003,1,1,403
260,8003,1,1,391
261,8003,1,1,421
262,8003,1,1,422
263,8003,1,1,388
264,8003,1,1,417
265,8003,1,1,407
266,8003,0,0,0
267,8003,1,1,540
268,8003,0,0,0
269,8003,1,1,438
270,8003,1,1,522
271,8003,1,1,421
272,8003,1,1,422
273,8003,0,0,0
274,8003,1,1,457
275,8003,1,1,457
276,8003,1,1,421
277,8003,0,0,0
278,8003,1,1,391
279,8003,1,1,424
280,8003,1,1,417
281,8003,1,1,421
282,8003,0,0,0
283,8003,0,0,0
284,8003,1,1,406
285,8003,0,0,0
286,8003,1,1,421
287,8003,1,1,439
288,8003,0,0,0
289,8003,1,1,474
290,8003,1,1,439
291,8003,0,0,0
292,8003,0,0,0
293,8003,1,1,455
294,8003,1,1,456
295,8003,0,0,0
296,8003,1,1,387
297,8003,1,1,523
298,8003,1,1,454
299,8003,1,1,440
300,8004,1,1,322
301,8004,1,1,320
302,8004,1,1,323
303,8004,1,1,272
304,8004,0,0,0
305,8004,1,1,320
306,8004,0,0,0
307,8004,0,0,0
308,8004,1,1,337
309,8004,1,1,374
310,8004,1,1,390
311,8004,1,1,336
312,8004,1,1,370
313,8004,1,1,423
314,8004,0,0,0
315,8004,1,1,320
316,8004,0,0,0
317,8004,1,1,353
318,8004,1,1,422
319,8004,1,1,355
320,8004,1,1,387
321,8004,1,1,403
322,8004,1,1,338
323,8004,0,0,0
324,8004,1,1,338
325,8004,1,1,354
326,8004,1,1,354
327,8004,0,0,0
328,8004,1,1,338
329,8004,1,1,441
330,8004,1,1,337
331,8004,1,1,357
